A4F5	火車批發
A5B4	打火機批發
A6DB	自動販賣機批發
AC7E	洗車設備批發
ACDB	相片沖洗設備批發
ACFC	美容設備批發
ACFC	美髮理髮設備批發
ADB8	飛機批發
AEF8	消防設備批發
B0D3	商業用光學儀器批發
B2EE	船艇批發
B671	量測設備批發
B6BC	飲用水設備批發
B943	遊樂園機械設備批發
B971	電力器材批發
B971	電力設備批發
B9EA	實驗設備批發
BB52	舞台音響設備批發
BB52	舞台燈光設備批發
BB57	蓄電池（非車用）批發
BDFC	輪椅批發
C2E5	醫療機械設備批發
A46A	大客車批發
A64E	吉普車批發
A854	汽車批發
A9EC	拖車批發
B1CF	救護車批發
B366	貨車批發
C553	露營車批發
B971	電動機車批發
BEF7	機車批發
A854	汽車百貨批發
A854	汽車零件批發
A854	汽車冷氣批發
A854	汽車音響批發
A854	汽車輪胎批發
A8AE	車用電池批發
BEF7	機車輪胎批發
BEF7	機車零件批發
BEF7	機車百貨批發
BEF7	機車安全帽批發
A65E	回收物料批發
BC6F	廢紙批發
BC6F	廢電池批發
BC6F	廢五金批發
BC6F	廢寶特瓶批發
A4A4	中古郵票批發
A4E2	手工藝品批發
A56A	古錢批發
A56A	古玩批發
A56A	古董批發
A5D6	皮革批發
A64C	印刷用紙批發
A976	宗教用品批發
AB44	非鐵金屬批發
ACF6	紀念品批發
AFC8	紙漿批發
AFC8	紙張批發
AFC8	紙板批發
B0F2	基本金屬批發
B3B3	陶土批發
B3E0	喪葬用品批發
C248	黏土批發
C3C0	藝術品批發
C471	礦物批發
AB4B	便利商店
AEF8	消費合作社（以食品飲料為主）
B657	超級市場
C2F8	雜貨店（以食品飲料為主）
A6CA	百貨公司
AEF8	消費合作社（非以食品飲料為主）
B973	零售式量販店
C2F8	雜貨店（非以食品飲料為主）
A4F4	水果零售
BDAD	蔬菜零售
AE61	家禽活體零售
AF62	畜肉零售
B856	禽肉零售
A8A9	貝介類零售
B3BD	魚類零售
BDBC	蝦蟹類零售
C059	頭足類零售
C4A6	藻類零售
A5CD	生藥材（青草藥）零售
A6CC	米糧零售
A6D7	肉鬆肉乾零售
A6DB	自製豆類製品零售店
A6DB	自製麵包零售店
A6DB	自製麵條零售店
A8A7	豆類製品零售
A8C5	乳製品零售
A940	咖啡零售
AB4F	保健食品零售
AFF9	茶葉零售
B073	酒類零售
B1ED	桶裝水零售
B34A	蛋類零售
B3BD	魚丸零售
B5D2	菸草製品零售
B6BC	飲料零售
BDD5	調味料零售
BDD5	調理食品零售
BF7C	糕點零售
BF7D	糖果零售
C262	檳榔零售
C4D1	麵包零售
C4D1	麵條零售
C4D1	麵食品零售
C5F8	罐頭食品零售
A448	人造纖維織品零售
A4F2	毛織品零售
A67C	帆布零售
B3C2	麻織品零售
B4D6	棉織品零售
B5B7	絲織品零售
A448	人造珠寶零售
A46B	女裝零售
A4BA	內衣零售
A4E2	手環零售
A4E2	手套零售
A4E2	手帕零售
A4E2	手提包零售
A5D6	皮包零售
A5D6	皮帶零售
A6D5	耳環零售
A7D9	戒指零售
A86B	男裝零售
A8EE	制服零售
AA41	服飾配件零售
AFDD	胸針零售
B0B2	假髮零售
B3F2	圍巾零售
B455	帽子零售
B4E5	游泳衣褲零售
B5A3	童裝零售
B6B5	項鍊零售
B879	腰帶零售
B942	運動服零售
BACE	睡衣零售
BBE2	領帶零售
BE76	髮飾零售
C059	頭巾零售
C0A6	嬰兒服零售
C4FB	襪子零售
A5D6	皮鞋零售
A5F0	休閒鞋零售
A9EC	拖鞋零售
B244	涼鞋零售
B942	運動鞋零售
BE63	鞋配件零售
A4C6	化粧箱零售
A6E6	行李箱零售
AB42	雨衣零售
AB42	雨鞋零售
AC76	洋傘零售
AD49	背包零售
AEC8	旅行袋零售
C15F	縫紉用品零售
AE61	家庭照明器材零售
AE61	家電（視聽設備除外）零售
AE61	家具零售（辦公室家具除外）
BC70	廚具零售
A4F2	毛巾零售
A661	地毯零售
A6CA	百葉窗零售
AA45	枕頭零售
AAE1	花器零售
ACDB	相框零售
AE61	家飾品零售
AEE0	桌巾零售
AFF3	草蓆零售
B041	蚊帳零售
B1BE	掛氈零售
B351	被褥零售
B351	被套零售
B4C8	椅套零售
B5A1	窗簾零售
B9EC	寢具零售
BEC0	壁紙零售
C2B8	繡製軟匾零售
C2B8	繡製掛屏零售
C3C3	藤蓆零售
B2B4	眼鏡零售
B2B4	眼鏡零件零售
B971	電子錶零售
C4C1	鐘錶零售
C4C1	鐘錶零件零售
AAF7	金飾零售
AF5D	珠寶零售
B651	貴金屬製品零售
A4FA	牙粉零售
A4FA	牙膏零售
A5B4	打字機零售
A658	合成洗滌劑零售
A8EA	刷子零售
AAA4	炊具零售
AC7E	洗衣粉零售
AC7E	洗衣皂零售
AE61	家庭五金零售
AE61	家用器皿零售
AE61	家用瓦斯器具零售
AE61	家用光學產品零售
AE61	家庭衛生用紙零售
AFC8	紙尿褲零售
AFC8	紙尿布零售
B1BD	掃帚零售
B1C6	排油煙機零售
B1E6	望遠鏡零售
B262	淨水器零售
B7D3	照相機零售
C05C	餐具零售
C26F	濾水器零售
C4E1	攝影機零售
C5E9	體重計零售
A4A4	中藥零售
A6E5	血壓計零售
A6E8	西藥零售
C2E5	醫療耗材零售
C5E9	體溫計零售
A4C6	化粧品零售
A84E	沐浴乳零售
AC56	染髮劑零售
AC7E	洗髮精零售
AC7E	洗面皂零售
ADBB	香水零售
ADBB	香粉零售
ADBB	香皂零售
BCED	潤髮精零售
BEE3	整髮劑零售
A4E5	文具零售
AED1	書籍零售
B3F8	報紙零售
B650	賀卡零售
C2F8	雜誌零售
A6DB	自行車零售
B0B7	健身用品零售
B3A8	釣具零售
B56E	登山鞋零售
B56E	登山用品零售
B7C8	溜冰鞋零售
B942	運動器材零售
C553	露營用品零售
C5E9	體育用品零售
AAB1	玩具零售
AE54	娛樂用品零售
B4D1	棋類用品零售
B943	遊樂器（遊戲軟體內建）零售
BCD6	樂器零售
BCD6	樂譜零售
AAC5	空白光碟片零售
AAC5	空白錄音帶零售
AAC5	空白錄影帶零售
BC76	影音光碟零售
BFFD	錄音帶零售
BFFD	錄影帶零售
A97E	居家修繕用品零售
AAF7	金屬手工具零售
B6EE	塗料零售
BAA3	漆料及光油零售
A55B	加氣站
A55B	加油站
A854	汽油零售
AEE3	柴油零售
A4EC	木炭零售
B1ED	桶裝瓦斯零售
B7D1	煤零售
B7D1	煤球零售
B7D1	煤油零售
BCED	潤滑油零售
BEF7	機油零售
C471	礦油行
ADD3	個人電腦零售
ADD3	個人電腦週邊設備零售
B971	電腦套裝軟體零售
B971	電子遊樂器套裝軟體零售
B971	電子遊樂器（可更換遊戲軟體）零售
B371	通訊設備零售
B971	電話零售
A569	可攜式多媒體播放器（PMP）零售
A6AC	收音機零售
ADB5	音響零售
AE61	家用視聽設備零售
B971	電視機零售
BFFD	錄放影機零售
BFFD	錄放音機零售
BFFD	錄放影音光碟機零售
A4A4	中古汽車零售
A64E	吉普車零售
A854	汽車零售
C553	露營車零售
A4A4	中古機車零售
B971	電動機車零售
BEF7	機車零售
A4A4	中古機車零件零售
A4A4	中古汽車零件零售
A854	汽車零件零售
A854	汽車冷氣零售
A854	汽車音響零售
A854	汽車輪胎零售
A854	汽車百貨零售
BEF7	機車輪胎零售
BEF7	機車零件零售
BEF7	機車百貨零售
BEF7	機車安全帽零售
A4C1	切花零售
AAE1	花盆零售
ACD6	盆栽零售
B4D3	植物零售
B6E9	園藝器具零售
B6E9	園藝苗木零售
A4D1	天珠零售
A4E2	手工藝品零售
A4F4	水晶零售
A8BE	防身用品零售
A976	宗教用品零售
ACF6	紀念品零售
B3E0	喪葬用品零售
C364	寵物零售
C364	寵物用品零售
C364	寵物食品零售
C3C0	藝品零售
C65B	觀賞水族零售
C65B	觀賞水族用品零售
A447	二手書零售
A4A4	中古藝品零售
A4A4	中古電器零售
A4A4	中古郵票零售
A4A4	中古電腦零售
A4A4	中古樂器零售
A4A4	中古家具零售
A4A4	中古衣服零售
A4A4	中古商品（汽機車及其零配件除外）零售
A56A	古董零售
A56A	古玩零售
A56A	古錢零售
ADB9	食品零售攤販
B5D2	菸草製品零售攤販
B6BC	飲料零售攤販
AA41	服裝零售攤販
AA41	服飾配件零售攤販
AFBC	紡織品零售攤販
BE63	鞋類零售攤販
AAB1	玩具零售攤販
ADB5	音樂帶零售攤販
AE61	家用器具零售攤販
AED1	書籍零售攤販
B943	遊樂器零售攤販
BC76	影片零售攤販
B66C	郵購
B971	電視購物
B971	電子購物
BAF4	網路購物
BAF4	網際網路拍賣
A668	多層次傳銷（有形商品）
B3E6	單層直銷（有形商品）
A548	以自動販賣機銷售商品
B54C	無店面零售代理
C54B	鐵路客運
C54B	鐵路貨運
A46A	大眾捷運系統客運
A4BD	公路汽車客運
A5AB	市區汽車客運
AD70	計程車客運
A5E6	交通車經營
AAFE	附駕駛之小客車租賃
B943	遊覽車客運
A854	汽車貨運
A854	汽車貨櫃貨運
AAFE	附駕駛之貨車租賃
B768	搬家運送服務
A448	人力車運輸
AAC5	空中纜車運輸
AF62	畜力車運輸
BADE	管道運輸
AEFC	海洋船舶貨運
AEFC	海釣運輸服務
AEFC	海洋船舶客運
BDE0	賞鯨豚運輸服務
A4BA	內河船舶運輸
B4F2	湖泊船舶運輸
A977	定期貨運班機經營
A977	定期客運班機經營
AAFE	附駕駛商務專機出租
AAFE	附駕駛之航空器租賃
ABC8	客運包機經營
B366	貨運包機經營
B3F8	報關服務
A54E	代辦商港手續
A54E	代辦航政手續
A54E	代辦船舶檢修手續
B2EE	船務代理
B3B0	陸路貨運承攬
B3B0	陸上行李包裹託運
C54B	鐵路貨運承攬
AEFC	海洋貨運承攬
AFE8	航空貨運承攬
A8AE	車輛保管
B0B1	停車場管理
A54E	代客驗車服務
A854	汽車拖吊
A8AE	車站管理
A8AE	車輛過磅服務
A8AE	車輛過戶服務
B0AA	高速公路電子收費服務
B3B0	陸上貨物裝卸
B944	道路管理
BEF4	橋樑管理
C047	隧道管理
AFE8	航道管理
B2EE	船塢管理
BD58	碼頭管理
BF4F	燈塔管理
A4DE	引水服務
A5B4	打撈業務經營
A740	作業船經營
A9EC	拖駁船經營
AEFC	海難救助服務
B2EE	船舶理貨
B2EE	船上貨物裝卸
B942	運河管理及維護
ADB8	飛航管制服務
AFE8	航空器拖曳
AFE8	航空器導引
AFE8	航空餐點裝卸
AFE8	航空行李裝卸
AFE8	航空情報服務
AFE8	航空貨物裝卸
AFE8	航空導航服務
AFE8	航空站站務管理
A54E	代計噸位
A5B4	打包服務
B366	貨櫃集散站經營
B366	貨物集散站經營
ADDC	倉庫經營
B0EF	堆棧經營
B4D7	棚棧經營
A74E	冷凍冷藏倉庫經營
A54E	代辦郵政業務
A55D	包裹遞送
A7D6	快捷郵件遞送
A8E7	函件遞送
A676	宅配服務
AFE8	航空快遞服務
B3B0	陸上快遞服務
A5C1	民宿
A854	汽車旅館
AB43	青年活動中心
AEC8	旅館
AEC8	旅社
B1D0	教師會館
BBAB	賓館
C65B	觀光旅館
A5F0	休旅車營地
A9DB	招待所
C553	露營區
A470	小吃店
A4E9	日本料理店
A4FB	牛排館
A6DB	自助火鍋店
A7D6	快餐店
A9DC	披薩外帶店
AB4B	便當外送店
ADB9	食堂
B374	速食店
B6BA	飯館
C05C	餐廳
C1FA	韓國烤肉店
C4D1	麵店
C54B	鐵板燒店
C54B	鐵路餐廳
A642	冰果店
A642	冰淇淋店
A74E	冷（熱）飲店
A8A7	豆花店
A940	咖啡館
AFF9	茶藝館
B6BC	飲酒店
A470	小吃攤
A7D6	快餐車
C4D1	麵攤
A6E6	行動咖啡車
A74E	冷飲攤
A4EB	月子餐供應
A5EB	伙食包作
AAC5	空廚公司
ADFB	員工餐廳
AE62	宴席承辦
B9CE	團膳供應
BEC7	學生餐廳
C05C	餐飲承包
B773	新聞出版
BCC6	數位新聞出版
B4C1	期刊出版
BCC6	數位雜誌出版
C2F8	雜誌出版
A470	小冊子出版
A661	地圖出版
A672	字典出版
A6B3	有聲書出版
A6CA	百科全書出版
A7DE	技術手冊出版
AED1	書籍出版
B0D1	參考書出版
B971	電子書出版
BCC6	數位書籍出版
A475	工商名錄出版
A5D8	目錄出版
A9FA	明信片出版
ACFC	美術複製品出版
B650	賀卡出版
B66C	郵寄名冊出版
B7D3	照片出版
B971	電話簿出版
BC73	廣告印刷品出版
A740	作業系統軟體出版
AE4D	套裝軟體出版
B943	遊戲軟體出版
BD75	線上遊戲網站經營
C0B3	應用軟體出版
B0CA	動畫影片製作
B971	電影片製作
B971	電視節目製作
B971	電視廣告製作
B971	電腦動畫影片製作
BFFD	錄影節目帶製作
B971	電視節目配音服務
B971	電腦動畫及特效後製服務
BC76	影片沖印
BC76	影片字幕服務
BC76	影片剪輯服務
BC76	影片轉錄服務
B971	電影片代理
B971	電影片發行
B971	電視節目發行
BC76	影片授權使用
BC76	影片版權買賣
BFFD	錄影節目帶發行
B971	電影院
C553	露天電影院
A4E2	手機鈴聲製作
A4E2	手機鈴聲發行
A54E	代客錄音
ADB5	音樂出版
ADB5	音樂書籍出版
B0DB	唱片出版
B970	雷射唱片出版
B971	電影錄音
BC73	廣播節目製作
BC73	廣播節目發行
BC73	廣播配音服務
BC73	廣播廣告製作
BC73	廣告配樂錄製服務
BC73	廣播節目預錄帶製作
BD75	線上音樂發行
C16E	聲音錄製服務
BC73	廣播電台經營
B971	電視台經營
B971	電視頻道供應服務
BCC6	數位電視台經營
A6B3	有線電視系統經營
BD75	線上影片播送
A6B3	有線通信服務
B54C	無線通信服務
BAF4	網際網路接取服務提供（IASP）
BDC3	衛星通信服務
B971	電腦軟體設計
BAF4	網頁設計
C0B3	應用程式設計(APP設計)
A874	系統整合
A874	系統分析
A874	系統規劃
A874	系統設計
B8EA	資訊技術顧問
B971	電腦設備管理
C2E0	轉鑰系統服務
B36E	軟體安裝服務
B971	電腦災害復原處理
A44A	入口網站經營
BAF4	網路搜尋服務
B6B3	雲端電腦機房服務
B8EA	資料登錄
B8EA	資料處理
B971	電腦備援服務
B971	電腦分時服務提供
B9CF	圖檔掃描
BAF4	網路拍賣平台經營
BAF4	網站代管
C0B3	應用系統服務提供（ASP）
B371	通訊社
B0C5	剪報服務
B37A	透過電話提供預錄資訊
A4A4	中央銀行
A57E	外國銀行
A5BB	本國銀行
B0D3	商業銀行
B14D	專業銀行
AB48	信用合作社
B941	農會信用部
BAAE	漁會信用部
B66C	郵政儲金
B66C	郵政劃撥
C078	儲匯代理
AAF7	金融控股公司
A640	共同基金
AAF7	金融資產證券化商品
ADFB	員工持股／福儲信託
B4C1	期貨信託基金
B6B0	集合管理運用帳戶
B8EA	資本租賃
BFC4	融資性租賃
B2BC	票券金融
C3D2	證券金融
AB48	信用卡發卡機構
B0CA	動產質借
B7ED	當舖
A5C1	民間融資
A854	汽車貸款
C0B3	應收帳款收買
A7EB	投資有價證券
B3D0	創業投資公司
C078	儲蓄互助社
A448	人壽保險
A67E	年金保險
B0B7	健康保險
B6CB	傷害保險
BEC7	學生團體保險
A4F5	火災保險
A673	存款保險
AB4F	保證保險
AEFC	海上保險
B05D	財產保險
B364	責任保險
B3B0	陸空保險
A641	再保險
B068	退休基金計畫
A641	再保險經紀
AB4F	保險代理
AB4F	保險經紀
AB4F	保險公證
AB4F	保險精算
ADB7	風險評估
C3D2	證券自營商
C3D2	證券承銷商
C3D2	證券經紀商
C3D2	證券交易所
C3D2	證券櫃台買賣中心
C3D2	證券集中保管結算所
B4C1	期貨經紀商
B4C1	期貨自營商
B4C1	期貨經理
B4C1	期貨交易所
A7EB	投資顧問
A9E8	抵押顧問及經紀
AAF7	金融網路認證服務
AB48	信用保證基金
AB48	信用卡收單機構
AB48	信用卡商標或服務標章授權
AB48	信用卡交易授權或清算服務
ABD8	建築經理公司
B2BC	票據交換所
B2C4	第三方支付服務
B971	電子票證發行機構
B0F2	基金管理
A467	土地開發
A475	工業廠房之投資興建及租售
A475	工業區、工商綜合區之投資開發、興建及租售
A4BD	公共建設之投資開發、興建及租售
A6ED	住宅、大樓之投資興建及租售
B773	新市鎮、新社區之投資開發、興建及租售
C26C	殯葬場所之投資開發、興建及租售
A467	土地租售
A46A	大樓租售
A475	工業廠房租售
A4A3	不動產轉租賃
A6ED	住宅租售
A4A3	不動產代銷
A4A3	不動產仲介
A5AB	市場管理
AE69	展示場管理
A4A3	不動產估價
ABDF	律師事務服務
A54E	代書事務服務
A661	地政士事務服務
A4BD	公證人事務服務
B14D	專利師事務服務
B04F	記帳士事務服務
B04F	記帳及報稅代理業務人事務服務
B05D	財務清算
B05D	財務代理
B05D	財務報表簽證
B162	帳務整理
B162	帳務稽查
B57C	稅務代理
B77C	會計諮詢
B77C	會計師事務服務
A5F8	企業總管理處
A5F8	企業分支管理機構
49	ISO認證企業顧問
A448	人事管理顧問服務
A4BD	公共關係服務
A5CD	生產管理顧問服務
A6E6	行銷管理顧問服務
B05D	財務管理顧問服務
B2D5	組織管理顧問服務
BE50	銷售管理顧問服務
ABD8	建築顧問
ABD8	建築設計
B379	造園設計
B3A3	都市、鄉鎮規劃
B4BA	景觀建築服務
A467	土木工程顧問
A46A	大地工程顧問
A475	工業安全顧問
A475	工業廠房設計
A475	工業工程顧問
A4C6	化學工程顧問
A4F4	水利工程顧問
A4F4	水土保持工程顧問
A5E6	交通工程顧問
A661	地形及地籍測量服務
A661	地質及地震測量服務
A74E	冷凍空調工程顧問
ABD8	建築物消防檢查服務
ABD8	建築物結構檢查服務
ADB5	音響工程顧問
B1C4	採礦工程顧問
B5B2	結構工程顧問
B971	電路管道設計
B971	電子工程顧問
B971	電機工程顧問
BB73	製圖服務
BEF7	機械工程顧問
BF6E	積體電路設計
C0B3	應用地質顧問
C0F4	環境工程顧問
C0F4	環境檢驗測定服務
A7F7	材料檢驗
A854	汽車檢驗
AB44	非破壞性檢測
ADB9	食品衛生檢驗
AEB6	振動檢測
B0D3	商品檢驗服務
B2A3	產品認證服務
B942	運輸工具檢驗
BEF7	機械性能檢測
C471	礦物成分及純度檢驗
A475	工程科學研究
A475	工程技術研究
A4C6	化學研究
A4D1	天文學研究
A4D3	太空科學研究
A5CD	生化科技研究
A661	地質學研究
A661	地理學研究
A7F7	材料科學研究
AAAB	物理學研究
AD70	計算機科學研究
AEF0	氣象學研究
AEFC	海洋科學研究
B0CA	動物學研究
B0F2	基礎醫學研究
B2CE	統計學研究
B4D3	植物學研究
B941	農業科學研究
B941	農業技術研究
BCC6	數學研究
C0F4	環境科學研究
C17B	臨床醫學研究
C2E5	醫事技術研究
C3C4	藥學研究
A448	人類學研究
A4DF	心理學研究
A4E5	文學研究
A6E6	行為科學研究
AA6B	法律學研究
AAC0	社會學研究
AC46	政治科學研究
ADF5	哲學研究
B1D0	教育科學研究
B867	經濟學研究
BADE	管理科學研究
BB79	語言科學研究
BEFA	歷史學研究
BAEE	綜合研究
A4BD	公車站牌廣告
A4E1	戶外廣告
A8AE	車身廣告
A9B1	店面櫥窗設計
A9DB	招牌廣告
B3F8	報紙廣告
B443	媒體廣告播放時段或空間購買與轉售
B443	媒體廣告代理
B66C	郵購廣告
BAF4	網路廣告
BC73	廣告代理
BC73	廣告樣品分送
BC73	廣告招攬服務
BC73	廣告傳單分送
C3F6	關鍵字廣告代理
A5AB	市場研究
A5AB	市場調查
A5C1	民意調查
ABC7	室內設計
A475	工業設計
B2A3	產品外觀設計
B2A3	產品機構設計
B2A3	產品人機介面設計
A55D	包裝設計
A5AD	平面設計
A5F8	企業識別標誌設計
A668	多媒體設計
AA41	服裝設計
AC79	流行時尚設計
AE61	家具設計
AF5D	珠寶設計
B0D3	商業設計
B0D3	商標設計
B5F8	視覺傳達設計
B0CA	動物診所
B0CA	動物醫院
B0CA	動物醫事檢驗
B0CA	動物診療服務
A54E	代客錄影
ACDB	相片沖洗
B0D3	商業攝影
B142	婚紗攝影
B5B2	結婚攝影
B7D3	照相館
A4E2	手語服務
A4E5	文字翻譯服務
A650	同步翻譯服務
A740	作家之經紀服務
B942	運動員之經紀服務
BA71	歌手之經紀服務
BCD2	模特兒之經紀服務
C3C0	藝人之經紀服務
C3C0	藝術家之經紀服務
49	ISO認證服務
A54E	代辦移民服務
A56A	古董鑑價服務
AA4C	林業技術指導
ADB9	食品技術指導
AEF0	氣象預報服務
AF5D	珠寶鑑價服務
AFBC	紡織技術指導
B14D	專利權經紀服務
B941	農業技術指導
BAAE	漁業技術指導
BFE7	輻射防護技術指導
C0F4	環境顧問
C3C0	藝術品鑑價服務
C471	礦業技術指導
B05F	起重吊車出租
C0E7	營造機械設備出租
A4EC	木工機械設備出租
A55D	包裝機械設備出租
AAF7	金工機械設備出租
ADB9	食品機械設備出租
AFBC	紡織機械設備出租
B0CA	動力機械設備出租
B941	農業機械設備出租
C471	礦業機械設備出租
A8C6	事務機器出租
B971	電腦出租
B971	電腦週邊設備出租
BC76	影印機出租
BFEC	辦公用家具出租
A6DB	自動販賣機出租
A74E	冷凍設備出租
AC79	流動廁所出租
B366	貨櫃出租
B366	貨板（棧板）租賃
B4FA	測量儀器設備出租
B56F	發電機出租
B971	電力設備出租
B971	電信設備出租
BB52	舞台音響設備出租
BB52	舞台燈光設備出租
BC76	影視器材出租
C2E5	醫療機械設備出租
A854	汽車出租
B366	貨車出租
ADB8	飛機出租
B0AA	高爾夫球車出租
B2EE	船舶出租
BEF7	機車出租
A4E2	手划船出租
A67C	帆船出租
A6DB	自行車出租
A846	沙灘車出租
AEFC	海灘椅出租
AF42	浮潛用具出租
B0B7	健身器材出租
B56E	登山用品出租
C553	露營用品出租
C5E9	體育器材出租
BAD0	碟片出租
BC76	影片出租
BC76	影音光碟出租
BFFD	錄影節目帶出租
A470	小說出租
AAED	表演用品出租
ACD6	盆栽出租
AE61	家具出租
AE61	家庭用品出租
AE62	宴會用品出租
AEE0	桌椅出租
AF5D	珠寶飾品出租
BAA9	漫畫出租
BCD6	樂器出租
C2A7	禮服及服裝出租
C2F8	雜誌出租
B0D3	商標出租
B14D	專營權出租
B14D	專利權出租
B1C4	採礦權出租
A448	人力仲介
A448	人力銀行
A57E	外籍勞工仲介
ACDD	看護仲介
BA74	演員選角代理機構
C2BE	職業介紹
A448	人力派遣
A448	人力資源管理服務
A54E	代訂運動票務
A54E	代訂住宿服務
A54E	代訂藝文展演票務
A54E	代售代購交通客票
A677	安排旅遊行程
ADB5	音樂、戲劇表演票務銷售
AEC8	旅遊諮詢服務
B942	運動賽事票務銷售
BBE2	領隊服務
BEC9	導遊服務
A448	人身保全服務
A874	系統保全服務
B942	運送保全服務
BE6E	駐衛保全服務
A870	私家偵探服務
ABD8	建築物複合支援服務
A46A	大樓清洗服務
A475	工業設備清潔服務
A4F4	水塔清洗服務
A5D5	白蟻防治服務
A661	地板打蠟服務
A97E	居家清潔服務
AA6F	油罐車及油輪之油槽內部清潔服務
AF66	病媒防治服務
B27E	瓶子清洗服務
B2EE	船舶清艙服務
B942	運輸工具（汽車除外）清潔服務
B944	道路清潔服務
B971	電話清潔服務
B9AB	鼠類防治服務
BFEC	辦公室清潔服務
C0F4	環境殺菌消毒服務
C0F4	環境害蟲防治服務
C1E7	鍋爐清潔服務
ABD8	建築物綠化服務
AE78	庭園維護服務
AFF3	草坪種植與維護
BEF0	樹木修剪與維護
A54E	代催收逾期應收帳款服務
AB48	信用評等服務
AB48	信用調查服務
A475	工商展覽籌辦
B77C	會議籌辦
BC76	影印服務
C5CE	曬圖服務
A4E5	文件打字服務
A54E	代客撰稿服務
A54E	代抄電表服務
A55D	包裝承攬服務
A661	地址條碼服務
AB48	信用卡推展服務
B1F8	條碼壓印服務
B374	速記服務
B66C	郵件分類服務
B77C	會議即時字幕服務
B971	電話秘書
B971	電話客服中心
BF57	獨立拍賣業者
A4A4	中央政府機關
A5AB	市政府機關
AABD	直轄市政府機關
B0CF	區公所
B66D	鄉公所
B871	義勇消防團體
B871	義勇警察團體
BFA4	縣轄市公所
BFA4	縣政府機關
C2ED	鎮公所
A4A4	中央民意機關
A5AB	市民意機關
AABD	直轄市民意機關
B66D	鄉民意機關
BFA4	縣民意機關
BFA4	縣轄市民意機關
C2ED	鎮民意機關
AD78	軍事機關
AD78	軍事訓練機構
B3A1	部隊
A4BD	公教人員保險
A4BD	公教人員退撫基金
A5A2	失業保險
A5FE	全民健康保險
AD78	軍人保險
B0EA	國民年金保險
B3D2	勞退基金
B3D2	勞工保險
B941	農民健康保險
AC46	政府間國際組織
BE6E	駐華使領館
BE6E	駐華外國代表機構
A5AE	幼兒教育
BEC7	學前教育
B0EA	國民小學
A7B9	完全中學
B0AA	高級中學
B0EA	國民中學
BAEE	綜合高中
C2BE	職業學校
A46A	大學
B14D	專科學校
BF57	獨立學院
AF53	特殊教育學校
B1D2	啟智學校
B1D2	啟明學校
B1D2	啟聰學校
A4E2	手語指導
A57E	外語補習教育
A4E2	手工藝教學
ACFC	美術教學
ADB5	音樂教學
BB52	舞蹈教學
C0B8	戲劇教學
C4E1	攝影教學
AA5A	武術指導
AC58	柔道指導
AEF0	氣功教學
AFC8	紙牌遊戲（如橋牌）指導
B0A8	馬術指導
B0D5	啦啦隊指導
B3F2	圍棋指導
B4E5	游泳指導
B660	跆拳道指導
B7EC	瑜珈指導
BCE7	潛水指導
C5E9	體操指導
AFB5	秘書教育指導
B14D	專業管理訓練課程指導
B374	速記技巧指導
B971	電腦資訊教育指導
BFEC	辦公室作業流程指導
A4BD	公職考試補習教學
A4C9	升大學補習教學
A4C9	升高中補習教學
A4C9	升四技二專補習教學
ACE3	研究所補習教學
B0AA	高中課業補習教學
B0EA	國小安親課輔
B0EA	國中課業補習教學
B0EA	國小課業補習教學
B14D	專業執照及證照考試補習教學
A740	作文教學
A844	求生技能指導
A854	汽車駕駛訓練
AAC0	社區大學
ACFC	美姿美儀指導
ADB8	飛行訓練
AE61	家事教育訓練
AF5D	珠心算教學
B1CF	救生技能指導
B374	速讀指導
B971	電腦維修訓練
BA74	演講教育訓練
C2BE	職業訓練機構
C55D	魔術教學
A54E	代辦遊學服務
A54E	代辦留學服務
B1D0	教育諮詢
B1D0	教育檢定機構
B1D0	教育檢定或評估
BDD2	課程開發（設計）服務
BEC7	學生交換計畫組織
A4A4	中醫醫院
A8E0	兒童醫院
AD78	軍醫院
B14D	專科醫院
BA43	慢性醫院
BAEB	精神科醫院
BAEE	綜合醫院
A440	一般診所
A4A4	中醫診所
A4FA	牙醫診所
A6E8	西醫診所
A9CA	性病防治所
AB4F	保健站
ACFC	美容整型診所
B0B7	健康中心
B14D	專科診所
B645	診療所
BA43	慢性病防治所
BDC3	衛生所
BDC3	衛生室
C170	聯合診所
C2E5	醫務室
44	DNA驗證中心
AF66	病理中心
B0B7	健檢中心
C2E5	醫事放射所
C2E5	醫事檢驗所
A4DF	心理諮商（治療）所
A5C1	民俗調理服務
A755	助產所
A97E	居家護理機構
AAAB	物理治療所
AAC0	社區心理衛生中心
AEBD	捐血站
AEBD	捐血中心
B0A9	骨髓幹細胞中心
B0EA	國術推拿服務
B0EA	國術損傷接骨服務
B1CF	救護車運送服務
B2A3	產後護理機構
C0E7	營養諮詢機構
C2BE	職能治療所
C2C0	臍帶血銀行
C540	護理之家
C65E	鑲牙所
A6D1	老人長期照顧機構
B4D3	植物人安養院
B752	愛滋中途之家
A6ED	住宿型精神復健機構
A4AF	仁愛之家
A677	安老院
A6D1	老人之家
A6D1	老人中途之家
A6D1	老人安養機構
A4D6	少年中途之家
A4D6	少女中途之家
A5BC	未婚媽媽之家
A7D9	戒毒中途之家
A7F3	更生人中途之家
A87C	育幼院
A8E0	兒童之家
A8E0	兒童及少年安置與教養機構
B0FC	婦女中途之家
B943	遊民收容所
A6AB	托嬰機構
A6AD	早期療育機構
A8E0	兒童及少年福利服務中心
